user,interface,diversity,order,topic,query_count,pages,pages_per_query,doc_count,doc_count_per_query,doc_depth_per_query,doc_rel_count,doc_rel_depth_per_query,doc_rel_depth_per_serp,hover_count_per_query,hover_depth_per_query,hover_trec_rel_count,hover_trec_nonrel_count,rels_found,nrels_found,clicked_rel,clicked_nrel,abandoned_serps,query_time,serp_time,doc_time,mark_time,mark_time_limited,serp_examination_time,serp_examination_time_limited,time_per_query,time_per_doc,time_per_serp,time_per_snippet,time_per_mark,time_per_mark_limited,time_per_serp_examination,time_per_serp_examination_limited,pmr,pmn,pcr,pcn
35,0.00,2,4,408,14.00,20.00,1.43,22.00,1.57,4.00,8.00,1.86,1.30,20.86,10.29,32.00,112.00,0.00,8.00,5.00,17.00,5,71.60,336.56,366.19,24.90,16.08,43.24,35.56,5.11,16.65,16.83,1.15,3.11,2.01,2.16,1.78,0.00,0.47,0.16,0.15
34,0.00,2,0,367,1.00,3.00,3.00,8.00,8.00,17.00,6.00,17.00,5.67,54.00,24.00,0.00,0.00,6.00,0.00,7.00,1.00,0,6.44,91.78,173.49,11.04,11.04,22.79,22.79,6.44,21.69,30.59,1.70,1.84,1.84,7.60,7.60,0.86,0.00,0.00,0.00
34,0.00,2,3,435,2.00,4.00,2.00,6.00,3.00,11.00,5.00,9.50,4.75,29.00,15.00,8.00,22.00,1.00,4.00,1.00,5.00,0,12.03,124.40,62.92,17.83,7.94,51.06,11.53,6.02,10.49,31.10,2.14,3.57,1.59,12.77,2.88,1.00,0.80,0.12,0.23
34,0.00,4,2,341,5.00,9.00,1.80,6.00,1.20,3.00,5.00,2.60,1.44,12.40,15.00,8.00,67.00,2.00,3.00,2.00,4.00,1,16.26,101.57,99.91,11.09,4.10,62.01,23.93,3.25,16.65,11.29,1.64,2.22,0.82,6.89,2.66,1.00,0.75,0.25,0.06
34,0.00,1,1,347,2.00,5.00,2.50,12.00,6.00,22.50,7.00,22.50,9.00,42.50,25.00,7.00,43.00,0.00,7.00,1.00,11.00,0,10.52,133.95,191.83,25.01,14.04,49.50,29.34,5.26,15.99,26.79,1.58,3.57,2.01,9.90,5.87,0.00,0.64,0.14,0.26
34,0.00,3,4,408,2.00,6.00,3.00,11.00,5.50,27.00,6.00,27.00,9.00,43.00,30.00,22.00,38.00,2.00,4.00,5.00,6.00,0,13.07,112.35,99.31,14.38,14.38,46.11,34.01,6.54,9.03,18.72,1.31,2.40,2.40,7.68,5.67,0.40,0.67,0.23,0.16
33,0.00,2,0,367,1.00,3.00,3.00,4.00,4.00,14.00,4.00,14.00,4.67,75.00,27.00,0.00,0.00,3.00,1.00,3.00,1.00,1,16.21,193.32,42.04,28.30,7.86,33.70,13.92,16.21,10.51,64.44,2.58,7.08,1.97,11.23,4.64,1.00,1.00,0.00,0.00
33,0.00,2,3,435,1.00,2.00,2.00,7.00,7.00,15.00,6.00,15.00,7.50,45.00,15.00,6.00,9.00,3.00,3.00,3.00,4.00,4,11.07,93.56,101.33,30.72,10.78,34.69,13.63,11.07,14.48,46.78,2.08,5.12,1.80,17.34,6.82,1.00,0.75,0.50,0.44
33,0.00,4,2,341,6.00,8.00,1.33,14.00,2.33,5.17,5.00,2.50,1.88,17.33,9.67,14.00,44.00,1.00,4.00,2.00,12.00,4,40.18,249.49,152.26,19.75,9.06,80.85,31.59,6.70,10.88,31.19,2.40,3.95,1.81,10.11,3.95,0.50,0.33,0.14,0.27
33,0.00,1,1,347,2.00,2.00,1.00,5.00,2.50,9.00,4.00,9.00,9.00,31.00,10.00,0.00,20.00,0.00,4.00,0.00,5.00,1,19.64,127.87,94.15,12.34,12.34,17.78,10.16,9.82,18.83,63.94,2.06,3.08,3.08,8.89,5.08,0.00,0.80,0.00,0.25
33,0.00,3,4,408,1.00,2.00,2.00,8.00,8.00,25.00,6.00,21.00,10.50,44.00,25.00,15.00,10.00,4.00,2.00,5.00,3.00,0,11.57,89.70,95.17,67.61,5.48,50.59,8.69,11.57,11.90,44.85,2.04,11.27,0.91,25.30,4.34,0.80,0.67,0.33,0.30
18,0.00,2,0,367,3.00,7.00,2.33,4.00,1.33,9.33,4.00,9.33,4.00,27.00,18.33,28.00,24.00,3.00,1.00,3.00,1.00,0,21.02,140.81,35.68,13.43,13.43,17.56,17.56,7.01,8.92,20.12,1.74,3.36,3.36,2.51,2.51,1.00,1.00,0.11,0.04
18,0.00,2,3,435,2.00,3.00,1.50,7.00,3.50,5.50,4.00,5.50,3.67,12.00,5.50,2.00,9.00,1.00,3.00,1.00,6.00,1,12.46,56.66,252.03,137.24,8.59,18.37,18.37,6.23,36.00,18.89,2.36,34.31,2.15,6.12,6.12,1.00,0.50,0.50,0.67
18,0.00,4,2,341,1.00,1.00,1.00,4.00,4.00,9.00,4.00,9.00,9.00,20.00,9.00,1.00,8.00,1.00,3.00,1.00,3.00,0,10.69,32.61,26.22,7.70,7.70,7.23,7.23,10.69,6.55,32.61,1.63,1.93,1.93,7.23,7.23,1.00,1.00,1.00,0.38
18,0.00,1,1,347,1.00,4.00,4.00,7.00,7.00,28.00,4.00,26.00,6.50,70.00,40.00,12.00,28.00,3.00,1.00,3.00,4.00,0,8.52,95.33,71.53,10.50,5.33,15.83,15.83,8.52,10.22,23.83,1.36,2.62,1.33,3.96,3.96,1.00,0.25,0.25,0.14
18,0.00,3,4,408,7.00,8.00,1.14,4.00,0.57,4.57,4.00,4.57,4.00,8.14,11.57,11.00,70.00,1.00,3.00,1.00,3.00,0,29.54,113.04,44.13,8.93,8.93,19.83,19.83,4.22,11.03,14.13,1.98,2.23,2.23,2.48,2.48,1.00,1.00,0.09,0.04

